step,total_loss,data_loss,curv_loss_raw,curv_loss_weighted,lambda_curv_eff,rmse_log10,mae_log10,bias_log10,max_abs_log10,p95_abs_log10,p99_abs_log10
7500,0.006335277110338211,0.0004201506671961397,591.5126342773438,0.005915126297622919,1e-05,0.012662601606489675,0.008917817379569183,0.0011341459343686636,0.03167795054035594,0.025183660136292117,0.03126802871324878
7750,0.006311023607850075,0.00043453555554151535,587.6488037109375,0.005876488052308559,1e-05,0.012062312456226847,0.00854465135520482,-4.349694755997494e-06,0.02876160582343168,0.02696079043118632,0.028347931588121322
8000,0.006308967247605324,0.00042653828859329224,588.242919921875,0.0058824289590120316,1e-05,0.012140544934992371,0.008669245503525283,-0.00024238391634547778,0.028780393766943746,0.027387069249175944,0.028289226983459783
8250,0.006386908702552319,0.0005401850212365389,584.67236328125,0.005846723448485136,1e-05,0.012640824844934933,0.008943582934607746,-0.002517001190311275,0.03203429226821086,0.030502703604655828,0.03169039342706014
8500,0.006204576231539249,0.0004155065689701587,578.906982421875,0.0057890694588422775,1e-05,0.011734738152773523,0.008641274929684209,-0.00016860908607576502,0.02786777652859662,0.02436795002818899,0.026918937351445526
8750,0.00610746257007122,0.00040521853952668607,570.2244262695312,0.005702244117856026,1e-05,0.011701754524186137,0.008455932473630074,0.00019222825066512157,0.027426065608736394,0.023895555794868528,0.026912158696248904
9000,0.0060746027156710625,0.00042723564547486603,564.7366943359375,0.005647366866469383,1e-05,0.012147320655440412,0.008833305783499184,-0.00030457030926062903,0.027484807440455228,0.02629777115736047,0.027049813351154924
9250,0.005937354639172554,0.0004223109281156212,551.50439453125,0.0055150436237454414,1e-05,0.011263735203714776,0.008414696676662111,-0.0003020168062916844,0.02551350707090627,0.024431174875058297,0.02549735030021118
9500,0.0058526331558823586,0.0003782669664360583,547.4366455078125,0.005474366247653961,1e-05,0.011403822009646767,0.008373991375355942,3.393599259940824e-05,0.027808282834550724,0.024436429250671743,0.02668929848667772
9750,0.006582064554095268,0.0003764369466807693,620.5628051757812,0.00620562769472599,1e-05,0.011731112622056668,0.008420908461127499,-0.0019426426951511136,0.03598578202455194,0.02401871674519844,0.031371690390136486
10000,0.005542119033634663,0.000328727881424129,521.339111328125,0.005213391035795212,1e-05,0.010995546791755104,0.008121644937317945,0.0007195668808392952,0.02754686982003207,0.021386157825636153,0.025193800417601008
